,company.type,company.value,owner.type,owner.value,acquiredate.datatype,acquiredate.type,acquiredate.value
0,uri,http://www.wikidata.org/entity/Q880582,uri,http://www.wikidata.org/entity/Q680946,,,
1,uri,http://www.wikidata.org/entity/Q880582,uri,http://www.wikidata.org/entity/Q680946,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z
2,uri,http://www.wikidata.org/entity/Q20756653,uri,http://www.wikidata.org/entity/Q122141,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-01-01T00:00:00Z
3,uri,http://www.wikidata.org/entity/Q3982752,uri,http://www.wikidata.org/entity/Q122141,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z
4,uri,http://www.wikidata.org/entity/Q3269655,uri,http://www.wikidata.org/entity/Q1318049,,,
5,uri,http://www.wikidata.org/entity/Q21592231,uri,http://www.wikidata.org/entity/Q593786,,,
6,uri,http://www.wikidata.org/entity/Q25172225,uri,http://www.wikidata.org/entity/Q487494,,,
7,uri,http://www.wikidata.org/entity/Q28939648,uri,http://www.wikidata.org/entity/Q494917,,,
8,uri,http://www.wikidata.org/entity/Q55401011,uri,http://www.wikidata.org/entity/Q122141,,,
9,uri,http://www.wikidata.org/entity/Q55640416,uri,http://www.wikidata.org/entity/Q122141,,,
10,uri,http://www.wikidata.org/entity/Q62267023,uri,http://www.wikidata.org/entity/Q548278,,,
11,uri,http://www.wikidata.org/entity/Q64767453,uri,http://www.wikidata.org/entity/Q190464,,,
12,uri,http://www.wikidata.org/entity/Q48976578,uri,http://www.wikidata.org/entity/Q746413,http://www.w3.org/2001/XMLSchema#dateTime,literal,2022-06-01T00:00:00Z
13,uri,http://www.wikidata.org/entity/Q1076074,uri,http://www.wikidata.org/entity/Q2108217,,,
14,uri,http://www.wikidata.org/entity/Q954828,uri,http://www.wikidata.org/entity/Q880582,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z
15,uri,http://www.wikidata.org/entity/Q22906668,uri,http://www.wikidata.org/entity/Q9531,,,
