,company.type,company.value,owner.type,owner.value
0,uri,http://www.wikidata.org/entity/Q107986402,uri,http://www.wikidata.org/entity/Q1718069
1,uri,http://www.wikidata.org/entity/Q21534402,uri,http://www.wikidata.org/entity/Q93258498
