,company.type,company.value,owner.type,owner.value
0,uri,http://www.wikidata.org/entity/Q5331123,uri,http://www.wikidata.org/entity/Q6970049
1,uri,http://www.wikidata.org/entity/Q6955529,uri,http://www.wikidata.org/entity/Q6970049
