,company.type,company.value,owner.type,owner.value
0,uri,http://www.wikidata.org/entity/Q110928553,uri,http://www.wikidata.org/entity/Q110928553
1,uri,http://www.wikidata.org/entity/Q389754,uri,http://www.wikidata.org/entity/Q3104763
