,company.type,company.value,owner.type,owner.value
0,uri,http://www.wikidata.org/entity/Q12075972,uri,http://www.wikidata.org/entity/Q4037918
1,uri,http://www.wikidata.org/entity/Q15856906,uri,http://www.wikidata.org/entity/Q796010
