,company.type,company.value,owner.type,owner.value
0,uri,http://www.wikidata.org/entity/Q5031010,uri,http://www.wikidata.org/entity/Q2530659
1,uri,http://www.wikidata.org/entity/Q6025470,uri,http://www.wikidata.org/entity/Q6025478
