,company.type,company.value,owner.type,owner.value,acquiredate.datatype,acquiredate.type,acquiredate.value
0,uri,http://www.wikidata.org/entity/Q5430190,uri,http://www.wikidata.org/entity/Q16999054,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-12-07T00:00:00Z
1,uri,http://www.wikidata.org/entity/Q4997829,uri,http://www.wikidata.org/entity/Q908144,,,
2,uri,http://www.wikidata.org/entity/Q5012733,uri,http://www.wikidata.org/entity/Q1200904,,,
3,uri,http://www.wikidata.org/entity/Q96016136,uri,http://www.wikidata.org/entity/Q61930516,,,
4,uri,http://www.wikidata.org/entity/Q24939514,uri,http://www.wikidata.org/entity/Q1200904,http://www.w3.org/2001/XMLSchema#dateTime,literal,2022-01-01T00:00:00Z
5,uri,http://www.wikidata.org/entity/Q4856817,uri,http://www.wikidata.org/entity/Q285328,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-10-08T00:00:00Z
6,uri,http://www.wikidata.org/entity/Q1606050,uri,http://www.wikidata.org/entity/Q2031726,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z
7,uri,http://www.wikidata.org/entity/Q79929572,uri,http://www.wikidata.org/entity/Q2031726,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z
8,uri,http://www.wikidata.org/entity/Q117433,uri,http://www.wikidata.org/entity/Q32491,,,
9,uri,http://www.wikidata.org/entity/Q767627,uri,http://www.wikidata.org/entity/Q32491,,,
10,uri,http://www.wikidata.org/entity/Q108278820,uri,http://www.wikidata.org/entity/Q108279449,,,
11,uri,http://www.wikidata.org/entity/Q108280420,uri,http://www.wikidata.org/entity/Q108279449,,,
12,uri,http://www.wikidata.org/entity/Q108280445,uri,http://www.wikidata.org/entity/Q108279449,,,
13,uri,http://www.wikidata.org/entity/Q116771375,uri,http://www.wikidata.org/entity/Q4849261,,,
14,uri,http://www.wikidata.org/entity/Q119444659,uri,http://www.wikidata.org/entity/Q96412731,,,
15,uri,http://www.wikidata.org/entity/Q297214,uri,http://www.wikidata.org/entity/Q285328,,,
16,uri,http://www.wikidata.org/entity/Q295862,uri,http://www.wikidata.org/entity/Q714641,,,
17,uri,http://www.wikidata.org/entity/Q1619253,uri,http://www.wikidata.org/entity/Q1479654,,,
