,company.type,company.value,owner.type,owner.value,acquiredate.datatype,acquiredate.type,acquiredate.value
0,uri,http://www.wikidata.org/entity/Q1389535,uri,http://www.wikidata.org/entity/Q647462,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-04-20T00:00:00Z
1,uri,http://www.wikidata.org/entity/Q672934,uri,http://www.wikidata.org/entity/Q168238,,,
2,uri,http://www.wikidata.org/entity/Q672349,uri,http://www.wikidata.org/entity/Q262386,,,
3,uri,http://www.wikidata.org/entity/Q1755034,uri,http://www.wikidata.org/entity/Q168238,,,
4,uri,http://www.wikidata.org/entity/Q877547,uri,http://www.wikidata.org/entity/Q70339467,,,
5,uri,http://www.wikidata.org/entity/Q56388481,uri,http://www.wikidata.org/entity/Q70339467,,,
6,uri,http://www.wikidata.org/entity/Q1685091,uri,http://www.wikidata.org/entity/Q681316,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z
7,uri,http://www.wikidata.org/entity/Q7969414,uri,http://www.wikidata.org/entity/Q555273,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z
8,uri,http://www.wikidata.org/entity/Q7541907,uri,http://www.wikidata.org/entity/Q1310001,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z
9,uri,http://www.wikidata.org/entity/Q65044269,uri,http://www.wikidata.org/entity/Q1457468,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-11-01T00:00:00Z
10,uri,http://www.wikidata.org/entity/Q341100,uri,http://www.wikidata.org/entity/Q1310001,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z
11,uri,http://www.wikidata.org/entity/Q341100,uri,http://www.wikidata.org/entity/Q1310001,,,
12,uri,http://www.wikidata.org/entity/Q106195741,uri,http://www.wikidata.org/entity/Q1457468,,,
13,uri,http://www.wikidata.org/entity/Q108266482,uri,http://www.wikidata.org/entity/Q877006,,,
14,uri,http://www.wikidata.org/entity/Q293586,uri,http://www.wikidata.org/entity/Q262386,,,
15,uri,http://www.wikidata.org/entity/Q279847,uri,http://www.wikidata.org/entity/Q688755,,,
16,uri,http://www.wikidata.org/entity/Q677273,uri,http://www.wikidata.org/entity/Q1457468,,,
17,uri,http://www.wikidata.org/entity/Q696867,uri,http://www.wikidata.org/entity/Q1310001,,,
18,uri,http://www.wikidata.org/entity/Q826186,uri,http://www.wikidata.org/entity/Q688755,,,
19,uri,http://www.wikidata.org/entity/Q806149,uri,http://www.wikidata.org/entity/Q1310001,,,
20,uri,http://www.wikidata.org/entity/Q972745,uri,http://www.wikidata.org/entity/Q1457468,,,
21,uri,http://www.wikidata.org/entity/Q1458317,uri,http://www.wikidata.org/entity/Q1457468,,,
22,uri,http://www.wikidata.org/entity/Q5647718,uri,http://www.wikidata.org/entity/Q1457468,,,
23,uri,http://www.wikidata.org/entity/Q6502903,uri,http://www.wikidata.org/entity/Q683146,,,
24,uri,http://www.wikidata.org/entity/Q16696876,uri,http://www.wikidata.org/entity/Q877006,,,
25,uri,http://www.wikidata.org/entity/Q23253782,uri,http://www.wikidata.org/entity/Q1457468,,,
26,uri,http://www.wikidata.org/entity/Q51074647,uri,http://www.wikidata.org/entity/Q107483089,,,
27,uri,http://www.wikidata.org/entity/Q57550022,uri,http://www.wikidata.org/entity/Q1823138,,,
28,uri,http://www.wikidata.org/entity/Q101000846,uri,http://www.wikidata.org/entity/Q1735474,,,
29,uri,http://www.wikidata.org/entity/Q115972319,uri,http://www.wikidata.org/entity/Q1763505,,,
30,uri,http://www.wikidata.org/entity/Q115972600,uri,http://www.wikidata.org/entity/Q1763505,,,
31,uri,http://www.wikidata.org/entity/Q115972849,uri,http://www.wikidata.org/entity/Q1763505,,,
32,uri,http://www.wikidata.org/entity/Q310481,uri,http://www.wikidata.org/entity/Q477875,,,
33,uri,http://www.wikidata.org/entity/Q553658,uri,http://www.wikidata.org/entity/Q555273,,,
34,uri,http://www.wikidata.org/entity/Q1458317,uri,http://www.wikidata.org/entity/Q555273,,,
35,uri,http://www.wikidata.org/entity/Q1888809,uri,http://www.wikidata.org/entity/Q688755,,,
36,uri,http://www.wikidata.org/entity/Q1941592,uri,http://www.wikidata.org/entity/Q688755,,,
37,uri,http://www.wikidata.org/entity/Q2127541,uri,http://www.wikidata.org/entity/Q2127528,,,
38,uri,http://www.wikidata.org/entity/Q3919658,uri,http://www.wikidata.org/entity/Q2127528,,,
39,uri,http://www.wikidata.org/entity/Q4389243,uri,http://www.wikidata.org/entity/Q2127528,,,
40,uri,http://www.wikidata.org/entity/Q7283806,uri,http://www.wikidata.org/entity/Q2127528,,,
41,uri,http://www.wikidata.org/entity/Q7283807,uri,http://www.wikidata.org/entity/Q2127528,,,
42,uri,http://www.wikidata.org/entity/Q16522506,uri,http://www.wikidata.org/entity/Q2127528,,,
43,uri,http://www.wikidata.org/entity/Q18619118,uri,http://www.wikidata.org/entity/Q555273,,,
44,uri,http://www.wikidata.org/entity/Q24282825,uri,http://www.wikidata.org/entity/Q2127528,,,
