,company.type,company.value,owner.type,owner.value,acquiredate.datatype,acquiredate.type,acquiredate.value
0,uri,http://www.wikidata.org/entity/Q108909041,uri,http://www.wikidata.org/entity/Q746413,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z
1,uri,http://www.wikidata.org/entity/Q4044531,uri,http://www.wikidata.org/entity/Q746413,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z
2,uri,http://www.wikidata.org/entity/Q48976578,uri,http://www.wikidata.org/entity/Q746413,http://www.w3.org/2001/XMLSchema#dateTime,literal,2022-06-01T00:00:00Z
3,uri,http://www.wikidata.org/entity/Q5058164,uri,http://www.wikidata.org/entity/Q746413,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-04-01T00:00:00Z
4,uri,http://www.wikidata.org/entity/Q4892016,uri,http://www.wikidata.org/entity/Q746413,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-08-02T00:00:00Z
5,uri,http://www.wikidata.org/entity/Q1150302,uri,http://www.wikidata.org/entity/Q51756,,,
6,uri,http://www.wikidata.org/entity/Q73421997,uri,http://www.wikidata.org/entity/Q463094,,,
7,uri,http://www.wikidata.org/entity/Q10566880,uri,http://www.wikidata.org/entity/Q51756,,,
8,uri,http://www.wikidata.org/entity/Q15434492,uri,http://www.wikidata.org/entity/Q51756,,,
9,uri,http://www.wikidata.org/entity/Q124499942,uri,http://www.wikidata.org/entity/Q124499879,,,
10,uri,http://www.wikidata.org/entity/Q701761,uri,http://www.wikidata.org/entity/Q715113,,,
11,uri,http://www.wikidata.org/entity/Q2571518,uri,http://www.wikidata.org/entity/Q746413,,,
12,uri,http://www.wikidata.org/entity/Q4811943,uri,http://www.wikidata.org/entity/Q152864,,,
13,uri,http://www.wikidata.org/entity/Q4892016,uri,http://www.wikidata.org/entity/Q746413,,,
14,uri,http://www.wikidata.org/entity/Q5071627,uri,http://www.wikidata.org/entity/Q709259,,,
15,uri,http://www.wikidata.org/entity/Q5071627,uri,http://www.wikidata.org/entity/Q1307619,,,
16,uri,http://www.wikidata.org/entity/Q10566880,uri,http://www.wikidata.org/entity/Q701761,,,
17,uri,http://www.wikidata.org/entity/Q10915446,uri,http://www.wikidata.org/entity/Q5964699,,,
18,uri,http://www.wikidata.org/entity/Q11063876,uri,http://www.wikidata.org/entity/Q4642867,,,
19,uri,http://www.wikidata.org/entity/Q28416350,uri,http://www.wikidata.org/entity/Q4642867,,,
20,uri,http://www.wikidata.org/entity/Q52667636,uri,http://www.wikidata.org/entity/Q746413,,,
21,uri,http://www.wikidata.org/entity/Q55639089,uri,http://www.wikidata.org/entity/Q152864,,,
22,uri,http://www.wikidata.org/entity/Q67934746,uri,http://www.wikidata.org/entity/Q5434486,,,
23,uri,http://www.wikidata.org/entity/Q67934746,uri,http://www.wikidata.org/entity/Q5943259,,,
24,uri,http://www.wikidata.org/entity/Q53227,uri,http://www.wikidata.org/entity/Q463094,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-04-02T00:00:00Z
25,uri,http://www.wikidata.org/entity/Q300784,uri,http://www.wikidata.org/entity/Q152864,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z
26,uri,http://www.wikidata.org/entity/Q99541396,uri,http://www.wikidata.org/entity/Q4207171,,,
27,uri,http://www.wikidata.org/entity/Q113691064,uri,http://www.wikidata.org/entity/Q186012,,,
28,uri,http://www.wikidata.org/entity/Q93894,uri,http://www.wikidata.org/entity/Q152864,,,
29,uri,http://www.wikidata.org/entity/Q186012,uri,http://www.wikidata.org/entity/Q633839,,,
30,uri,http://www.wikidata.org/entity/Q715113,uri,http://www.wikidata.org/entity/Q711850,,,
31,uri,http://www.wikidata.org/entity/Q697293,uri,http://www.wikidata.org/entity/Q4207171,,,
32,uri,http://www.wikidata.org/entity/Q3943583,uri,http://www.wikidata.org/entity/Q703248,,,
33,uri,http://www.wikidata.org/entity/Q5014664,uri,http://www.wikidata.org/entity/Q699106,,,
34,uri,http://www.wikidata.org/entity/Q5014619,uri,http://www.wikidata.org/entity/Q707546,,,
35,uri,http://www.wikidata.org/entity/Q5071627,uri,http://www.wikidata.org/entity/Q709757,,,
36,uri,http://www.wikidata.org/entity/Q5071627,uri,http://www.wikidata.org/entity/Q11602128,,,
37,uri,http://www.wikidata.org/entity/Q6136958,uri,http://www.wikidata.org/entity/Q30946058,,,
38,uri,http://www.wikidata.org/entity/Q7121040,uri,http://www.wikidata.org/entity/Q712020,,,
39,uri,http://www.wikidata.org/entity/Q10876575,uri,http://www.wikidata.org/entity/Q717531,,,
40,uri,http://www.wikidata.org/entity/Q11103574,uri,http://www.wikidata.org/entity/Q5330522,,,
41,uri,http://www.wikidata.org/entity/Q11103579,uri,http://www.wikidata.org/entity/Q5330522,,,
42,uri,http://www.wikidata.org/entity/Q10883132,uri,http://www.wikidata.org/entity/Q30326392,,,
43,uri,http://www.wikidata.org/entity/Q15911098,uri,http://www.wikidata.org/entity/Q699106,,,
44,uri,http://www.wikidata.org/entity/Q15942047,uri,http://www.wikidata.org/entity/Q4207171,,,
45,uri,http://www.wikidata.org/entity/Q15933515,uri,http://www.wikidata.org/entity/Q7968116,,,
46,uri,http://www.wikidata.org/entity/Q28064765,uri,http://www.wikidata.org/entity/Q28064765,,,
47,uri,http://www.wikidata.org/entity/Q67934746,uri,http://www.wikidata.org/entity/Q697293,,,
48,uri,http://www.wikidata.org/entity/Q67934746,uri,http://www.wikidata.org/entity/Q5100191,,,
49,uri,http://www.wikidata.org/entity/Q67934746,uri,http://www.wikidata.org/entity/Q15927195,,,
